@relation mainC-refined-weka.filters.unsupervised.attribute.Remove-R7-26

@attribute 'refinedUse ' numeric
@attribute ' dow ' {0,1,2,3,4,5,6}
@attribute ' phase ' {0,1,2,3}
@attribute Day {0,1}
@attribute ' Time' numeric
@attribute 'use [kW]' numeric
@attribute Cluster {cluster13,cluster9,cluster3,cluster5,cluster15,cluster17,cluster4,cluster12,cluster55,cluster11,cluster10,cluster42,cluster19,cluster30,cluster33,cluster36,cluster34,cluster39,cluster54,cluster47,cluster26,cluster25,cluster50,cluster52,cluster28}

@data
0.214787,4,3,1,7210,0.301983,cluster12
0.126756,0,0,0,21080,0.43055,cluster4
0.029451,4,3,1,7200,0.30215,cluster12
0.12362,0,0,0,21070,0.426183,cluster4
0,4,3,1,7190,0.302267,cluster12
0.122323,0,0,0,21060,0.425217,cluster3
0,4,3,1,7180,0.72185,cluster12
0.142184,0,0,0,21050,0.425467,cluster4
0.035154,4,3,1,7170,0.840667,cluster12
0.135333,0,0,0,21040,0.427283,cluster4
0.067303,4,3,1,7160,0.846033,cluster12
0.159817,0,0,0,21030,0.430217,cluster4
0.03377,4,3,1,7150,0.839317,cluster12
0.146524,0,0,0,21020,0.424967,cluster4
0.056284,4,3,1,7140,0.848067,cluster12
0.064306,4,3,1,7130,0.840933,cluster12
0.041502,4,3,1,7120,0.838083,cluster12
0.021987,1,0,1,21110,0.951667,cluster12
0.039416,1,0,1,21100,0.980583,cluster12
0,1,0,1,21090,0.9622,cluster12
0,4,0,1,21400,1.586933,cluster15
0,1,0,1,21080,1.0085,cluster12
0,4,0,1,21390,1.621267,cluster15
0.46688,1,0,1,21070,1.08193,cluster4
0,4,0,1,21380,1.615983,cluster15
0.81134,1,0,1,21060,1.0979,cluster4
0,4,0,1,21370,1.618933,cluster15
0.140216,6,2,0,6400,0.389933,cluster5
0.131503,1,0,1,21050,0.4225,cluster4
0,4,0,1,21360,1.607833,cluster15
0.12995,6,2,0,6390,0.394117,cluster5
0.123454,1,0,1,21040,0.421833,cluster4
0,4,0,1,21350,1.594367,cluster15
0.121217,6,2,0,6380,0.39045,cluster5
0.12147,1,0,1,21030,0.4249,cluster4
0,4,0,1,21340,1.61925,cluster15
0.13345,6,2,0,6370,0.388,cluster5
0.119174,1,0,1,21020,0.420517,cluster4
0,4,0,1,21330,1.60655,cluster15
0.125583,6,2,0,6360,0.396633,cluster5
0,0,0,0,18400,1.33325,cluster15
0,4,0,1,21320,1.618217,cluster15
0.140584,6,2,0,6350,0.3891,cluster5
0.0505,0,0,0,18390,1.400483,cluster15
0,4,0,1,21310,1.6184,cluster15
0.121366,6,2,0,6340,0.396333,cluster5
0.378967,0,0,0,18380,1.423067,cluster15
0.123501,6,2,0,6330,0.39225,cluster5
0.347067,0,0,0,18370,1.311,cluster15
0.010651,6,1,0,3400,0.950567,cluster5
0.107483,6,2,0,6320,0.434167,cluster5
0,1,1,1,2300,0.958867,cluster5
0.084267,0,0,0,18360,1.067317,cluster15
0.011183,6,1,0,3390,0.95145,cluster5
0.048733,6,2,0,6310,0.50265,cluster5
0,1,1,1,2290,0.950767,cluster5
0.082584,0,0,0,18350,1.061483,cluster15
0.002451,6,1,0,3380,0.966367,cluster5
0,1,1,1,2280,0.9498,cluster5
0.085683,0,0,0,18340,1.064583,cluster15
1.61973,0,3,0,11300,3.289067,cluster17
0.045834,6,1,0,3370,0.943367,cluster5
0,1,1,1,2270,0.944817,cluster5
0.085484,0,0,0,18330,1.06245,cluster15
1.63825,0,3,0,11290,3.3546,cluster17
0.046916,6,1,0,3360,0.943817,cluster5
0,1,1,1,2260,0.947333,cluster5
0.084049,0,0,0,18320,1.06565,cluster15
1.66635,0,3,0,11280,3.4101,cluster17
0.046051,6,1,0,3350,0.945983,cluster5
0,1,1,1,2250,0.946333,cluster5
0.084049,0,0,0,18310,1.064483,cluster15
1.7505,0,3,0,11270,2.873667,cluster17
0.041334,6,1,0,3340,0.952367,cluster5
0,1,1,1,2240,0.9523,cluster5
1.95015,0,3,0,11260,3.07685,cluster17
0.049717,6,1,0,3330,0.85255,cluster5
0,1,1,1,2230,0.899817,cluster5
2.18915,0,3,0,11250,3.312317,cluster17
0,6,1,0,3320,1.197783,cluster5
0.0018,1,1,1,2220,0.834633,cluster5
0.812119,5,3,1,12210,1.27438,cluster15
2.18837,0,3,0,11240,3.307617,cluster17
0,6,1,0,3310,1.199033,cluster5
0.0058,1,1,1,2210,0.8345,cluster5
0.801853,5,3,1,12200,1.27578,cluster15
2.18262,0,3,0,11230,3.301667,cluster17
1.073,5,3,1,12190,1.55028,cluster15
1.41323,3,3,1,8300,2.199233,cluster15
2.15373,0,3,0,11220,3.286233,cluster17
1.11505,5,3,1,12180,1.59048,cluster15
1.4726,3,3,1,8290,1.871983,cluster15
1.76882,0,3,0,11210,2.8939,cluster17
1.1466,5,3,1,12170,1.63358,cluster15
1.86937,3,3,1,8280,2.271733,cluster55
1.14295,5,3,1,12160,1.61763,cluster15
2.26885,3,3,1,8270,2.711733,cluster55
0.506883,3,0,1,17300,1.482583,cluster13
1.04136,5,3,1,12150,1.58507,cluster15
2.30678,3,3,1,8260,2.71125,cluster55
0.5056,3,0,1,17290,1.473733,cluster13
1.06137,5,3,1,12140,1.7153,cluster15
2.3898,3,3,1,8250,2.690217,cluster55
0.52525,3,0,1,17280,1.369033,cluster13
1.30132,5,3,1,12130,1.94637,cluster15
2.35275,3,3,1,8240,2.67695,cluster55
0.528867,3,0,1,17270,1.3679,cluster13
1.23861,5,3,1,12120,1.8893,cluster15
2.57198,3,3,1,8230,2.9023,cluster55
0.518868,3,0,1,17260,1.33765,cluster13
2.58038,3,3,1,8220,2.911533,cluster55
0.537499,3,0,1,17250,1.368333,cluster13
2.59058,3,3,1,8210,2.928317,cluster55
0.518849,3,0,1,17240,1.366617,cluster13
0.526401,3,0,1,17230,1.35395,cluster13
0.769334,3,0,1,17220,1.64375,cluster13
0.027337,2,1,1,2110,1.09895,cluster3
0.914233,3,0,1,17210,1.804283,cluster13
0,2,1,1,2100,1.09535,cluster3
0.126183,2,1,1,2090,1.23868,cluster3
0.267997,2,1,1,2080,1.23508,cluster3
0,2,1,1,2070,1.22195,cluster3
0,2,1,1,2060,1.33287,cluster3
0.064267,2,1,1,2050,1.6463,cluster3
0.034656,2,1,1,2040,1.64375,cluster3
0.059234,2,1,1,2030,1.65408,cluster3
0.035553,2,1,1,2020,1.647,cluster3
0.650784,0,0,0,17400,1.134883,cluster13
0.5403,0,0,0,17390,1.0275,cluster13
0.545917,0,0,0,17380,1.02855,cluster13
0.553484,0,0,0,17370,1.03015,cluster13
0.29885,6,1,0,2400,6.91505,cluster15
0.0124,4,1,1,1300,0.5022,cluster5
0.561201,0,0,0,17360,1.041633,cluster13
0.343033,6,1,0,2390,6.964167,cluster15
0.015116,4,1,1,1290,0.5036,cluster5
0.5545,0,0,0,17350,1.04485,cluster13
0.369549,6,1,0,2380,7.00745,cluster15
0.016917,4,1,1,1280,0.511467,cluster5
0.562417,0,0,0,17340,1.042233,cluster13
0.3152,6,1,0,2370,6.966633,cluster15
0.009017,4,1,1,1270,0.508583,cluster5
0.5679,0,0,0,17330,1.0363,cluster13
0.302933,6,1,0,2360,6.96095,cluster15
0.024651,4,1,1,1260,0.39915,cluster5
0.573617,0,0,0,17320,1.040767,cluster13
0.1983,6,1,0,2350,6.302317,cluster15
0.025466,4,1,1,1250,0.397733,cluster5
0.576483,0,0,0,17310,1.037117,cluster13
0.080449,6,1,0,2340,1.835483,cluster15
0.025716,4,1,1,1240,0.394933,cluster5
0.028684,6,1,0,2330,1.843367,cluster15
0.022866,4,1,1,1230,0.393783,cluster5
0.124301,6,1,0,2320,1.623167,cluster15
1.03843,4,0,1,22300,1.212367,cluster13
0.02315,4,1,1,1220,0.392317,cluster5
0.191451,6,1,0,2310,1.371267,cluster15
1.04593,4,0,1,22290,1.2137,cluster13
0.022533,4,1,1,1210,0.3924,cluster5
0.956533,4,0,1,22280,1.13005,cluster13
0.691835,4,0,1,22270,0.845017,cluster13
1.6049,3,3,1,7300,1.958617,cluster3
0.678299,4,0,1,22260,0.845967,cluster13
1.6105,3,3,1,7290,1.95265,cluster3
0.703784,4,0,1,22250,0.866567,cluster13
1.616,3,3,1,7280,1.959217,cluster3
0.734449,4,0,1,22240,0.930483,cluster13
1.6194,3,3,1,7270,1.973717,cluster3
0.734349,4,0,1,22230,0.930633,cluster13
1.61463,3,3,1,7260,1.9775,cluster3
0.734117,4,0,1,22220,0.9309,cluster13
1.60802,3,3,1,7250,1.962117,cluster3
0.431556,3,3,1,7110,0.78575,cluster10
0.735433,4,0,1,22210,0.931933,cluster13
1.60695,3,3,1,7240,1.944133,cluster3
0.441472,3,3,1,7100,0.779683,cluster10
1.59458,3,3,1,7230,1.958667,cluster3
0.428703,3,3,1,7090,0.77875,cluster10
3.22768,1,1,1,3200,4.800783,cluster13
1.59753,3,3,1,7220,1.946517,cluster3
0.420806,3,3,1,7080,0.773433,cluster10
3.21862,1,1,1,3190,4.822967,cluster13
1.58913,3,3,1,7210,1.947267,cluster3
0.423266,3,3,1,7070,0.77485,cluster10
3.21773,1,1,1,3180,4.832633,cluster13
0.420856,3,3,1,7060,0.7754,cluster10
3.28388,1,1,1,3170,4.657317,cluster13
0.383283,5,3,0,13300,1.360033,cluster15
0.402467,0,3,0,12200,2.0258,cluster15
0.42179,3,3,1,7050,0.77505,cluster10
3.2796,1,1,1,3160,4.430733,cluster13
0.391484,5,3,0,13290,1.382083,cluster15
0.384782,0,3,0,12190,2.01815,cluster15
0.33745,3,3,1,7040,0.7845,cluster10
2.82822,1,1,1,3150,3.973517,cluster13
0.420333,5,3,0,13280,1.4037,cluster15
0.447867,0,3,0,12180,2.071833,cluster15
0.336023,3,3,1,7030,0.80525,cluster10
2.68073,1,1,1,3140,3.80285,cluster13
0.423217,5,3,0,13270,1.3911,cluster15
0.78515,0,3,0,12170,2.396467,cluster15
0.440053,3,3,1,7020,0.89115,cluster10
2.56303,1,1,1,3130,3.685583,cluster13
0.42845,5,3,0,13260,1.383217,cluster15
0.787218,0,3,0,12160,2.388367,cluster15
2.2987,1,1,1,3120,3.454333,cluster13
0.401383,5,3,0,13250,1.384817,cluster15
0.78205,0,3,0,12150,2.405867,cluster15
2.4241,1,1,1,3110,3.5686,cluster13
0.303551,5,3,0,13240,1.494867,cluster15
0.790684,0,3,0,12140,2.400433,cluster15
0.311033,5,3,0,13230,1.501933,cluster15
0.785001,0,3,0,12130,2.427267,cluster15
0.308583,5,3,0,13220,1.501933,cluster15
0.780167,0,3,0,12120,2.41535,cluster15
0.086524,0,0,0,21010,0.424,cluster3
0.321668,5,3,0,13210,1.506367,cluster15
0.790716,0,3,0,12110,2.431233,cluster15
0,0,0,0,21000,0.425133,cluster3
0.143757,0,0,0,20590,0.57475,cluster4
0.028907,4,3,1,7110,0.838017,cluster12
0.170551,0,0,0,20580,0.5932,cluster4
0.040049,4,3,1,7100,0.83605,cluster12
0.097907,0,0,0,20570,0.590133,cluster4
0.046584,4,3,1,7090,0.840417,cluster12
0.016017,0,0,0,20560,0.587867,cluster3
0.070386,4,3,1,7080,0.849683,cluster12
0,0,0,0,20550,0.677167,cluster4
0.035354,4,3,1,7070,0.83455,cluster12
0,0,0,0,20540,0.685733,cluster4
0.774913,2,0,1,16410,1.19418,cluster13
0.04545,4,3,1,7060,0.856083,cluster12
0.169487,0,0,0,20530,1.14823,cluster4
1.02636,2,0,1,16400,1.18333,cluster13
0.051904,4,3,1,7050,0.845217,cluster12
0,0,0,0,20520,0.964733,cluster4
1.35607,2,0,1,16390,1.49972,cluster13
0.029857,4,3,1,7040,0.848383,cluster12
1.34273,2,0,1,16380,1.50213,cluster13
0.056307,4,3,1,7030,0.861867,cluster12
1.34394,2,0,1,16370,1.49587,cluster13
0.013986,4,3,1,7020,0.870033,cluster12
1.15775,2,0,1,16360,1.32553,cluster13
1.20889,2,0,1,16350,1.49817,cluster13
1.14138,2,0,1,16340,1.48743,cluster15
1.22466,2,0,1,16330,1.57653,cluster15
1.22495,2,0,1,16320,1.56287,cluster15
0,4,0,1,21300,1.6147,cluster15
0,4,0,1,21290,1.6417,cluster15
0,4,0,1,21280,1.6866,cluster15
0.218383,4,0,1,21270,1.932917,cluster15
0.0487,6,2,0,6300,0.502617,cluster5
0.015184,4,0,1,21260,1.67355,cluster15
0.032467,6,2,0,6290,0.50215,cluster5
0,4,0,1,21250,1.5158,cluster15
0.042416,6,2,0,6280,0.50295,cluster5
0,4,0,1,21240,1.52615,cluster15
0.053567,6,2,0,6270,0.5025,cluster5
0,4,0,1,21230,1.525283,cluster15
0.04205,6,2,0,6260,0.504783,cluster5
0.080799,0,0,0,18300,1.067083,cluster15
0,4,0,1,21220,1.53015,cluster15
0.309016,2,0,1,17200,0.809833,cluster15
0.041384,6,2,0,6250,0.4342,cluster5
0.093884,0,0,0,18290,1.0667,cluster15
0,4,0,1,21210,1.588283,cluster15
0.31545,2,0,1,17190,0.807017,cluster15
0.051799,6,2,0,6240,0.390033,cluster5
0.1022,0,0,0,18280,1.06285,cluster15
0.326167,2,0,1,17180,0.82975,cluster15
0.046,6,2,0,6230,0.390417,cluster5
0.0833,0,0,0,18270,1.06605,cluster15
0,6,1,0,3300,1.235233,cluster5
0.366633,2,0,1,17170,0.6688,cluster15
0.045017,6,2,0,6220,0.39005,cluster5
0,1,1,1,2200,0.833833,cluster5
0.089067,0,0,0,18260,1.06655,cluster15
0,6,1,0,3290,1.294367,cluster5
0.404934,2,0,1,17160,0.667033,cluster15
0.046467,6,2,0,6210,0.389983,cluster5
0,1,1,1,2190,0.8334,cluster5
0.085133,0,0,0,18250,1.066883,cluster15
0,6,1,0,3280,1.3101,cluster5
0.701934,2,0,1,17150,0.97105,cluster15
0.002567,1,1,1,2180,0.835517,cluster5
0.091066,0,0,0,18240,1.071783,cluster15
1.7626,0,3,0,11200,2.890433,cluster17
0,6,1,0,3270,1.308283,cluster5
0.83185,2,0,1,17140,1.0596,cluster15
0,1,1,1,2170,0.83705,cluster5
0.080116,0,0,0,18230,1.079383,cluster15
1.7677,0,3,0,11190,2.899333,cluster17
0,6,1,0,3260,1.309717,cluster5
0.8501,2,0,1,17130,1.055417,cluster15
0,1,1,1,2160,0.837583,cluster5
0.076533,0,0,0,18220,1.079517,cluster15
1.7782,0,3,0,11180,2.899467,cluster17
0,6,1,0,3250,1.320883,cluster5
0.869583,2,0,1,17120,1.0752,cluster15
0,1,1,1,2150,0.8374,cluster5
0.152632,0,0,0,18210,1.157183,cluster15
1.76257,0,3,0,11170,2.911533,cluster17
0,6,1,0,3240,1.314783,cluster5
0.876984,2,0,1,17110,1.082767,cluster15
0,1,1,1,2140,0.842567,cluster5
1.7914,0,3,0,11160,2.9132,cluster17
0,6,1,0,3230,1.306417,cluster5
0,1,1,1,2130,0.84215,cluster5
1.87795,0,3,0,11150,2.94585,cluster17
0,6,1,0,3220,1.30925,cluster5
0,1,1,1,2120,0.8385,cluster5
1.17232,5,3,1,12110,1.80373,cluster15
2.30357,0,3,0,11140,3.238983,cluster17
0,6,1,0,3210,1.30405,cluster5
0,1,1,1,2110,0.8364,cluster5
0.879637,5,3,1,12100,1.80522,cluster15
2.25838,0,3,0,11130,3.204083,cluster17
0.695747,5,3,1,12090,2.00193,cluster15
2.60295,3,3,1,8200,2.938417,cluster55
2.24678,0,3,0,11120,3.17545,cluster17
1.13894,5,3,1,12080,2.44477,cluster15
3.57938,3,3,1,8190,3.900667,cluster55
2.22613,0,3,0,11110,3.157833,cluster17
1.01426,5,3,1,12070,2.33043,cluster15
2.6396,3,3,1,8180,2.944383,cluster55
1.02948,5,3,1,12060,2.34917,cluster15
2.34555,3,3,1,8170,2.665767,cluster55
0.939716,3,0,1,17200,1.9233,cluster13
0.980133,5,3,1,12050,2.28608,cluster15
2.08263,3,3,1,8160,2.3779,cluster17
1.02233,3,0,1,17190,1.391933,cluster13
0.960737,5,3,1,12040,2.27867,cluster15
2.07205,3,3,1,8150,2.354883,cluster17
1.04852,3,0,1,17180,1.388117,cluster13
0.979967,5,3,1,12030,2.2755,cluster15
1.89583,3,3,1,8140,2.179517,cluster17
1.04253,3,0,1,17170,1.393,cluster13
0.990366,5,3,1,12020,2.2792,cluster15
1.33022,3,3,1,8130,1.621367,cluster15
1.01485,3,0,1,17160,1.381367,cluster13
1.32952,3,3,1,8120,1.6196,cluster15
1.00772,3,0,1,17150,1.370067,cluster13
1.56275,3,3,1,8110,1.848483,cluster17
1.01007,3,0,1,17140,1.359517,cluster13
0.829133,3,0,1,17130,1.17855,cluster13
0.625316,3,0,1,17120,0.986867,cluster13
0.097052,2,1,1,2010,1.67908,cluster3
0.634132,3,0,1,17110,0.991733,cluster13
0.065206,2,1,1,2000,1.65552,cluster3
0.045557,2,1,1,1590,1.66587,cluster3
0.048843,2,1,1,1580,1.69077,cluster3
0.248453,2,1,1,1570,1.69132,cluster3
0.637853,2,1,1,1560,1.71367,cluster3
0.195506,2,1,1,1550,1.2931,cluster3
0.1887,2,1,1,1540,1.26865,cluster3
0.271854,2,1,1,1530,1.27502,cluster3
0.343843,2,1,1,1520,1.25392,cluster3
0.569933,0,0,0,17300,1.03565,cluster13
0.193799,1,0,1,16200,1.009067,cluster13
0.560634,0,0,0,17290,1.043517,cluster13
0.509233,1,0,1,16190,1.337183,cluster13
0.586783,0,0,0,17280,1.035367,cluster13
0.5094,1,0,1,16180,1.307783,cluster13
0.628501,0,0,0,17270,1.026767,cluster13
0.200482,6,1,0,2300,1.3851,cluster15
0.215134,1,0,1,16170,1.023567,cluster13
0.0219,4,1,1,1200,0.39455,cluster5
0.629367,0,0,0,17260,1.03045,cluster13
0.174166,6,1,0,2290,1.388633,cluster15
0.175316,1,0,1,16160,0.977633,cluster13
0.023017,4,1,1,1190,0.397233,cluster5
0.630533,0,0,0,17250,1.0335,cluster13
0.203065,6,1,0,2280,1.366133,cluster15
0.219683,1,0,1,16150,1.029133,cluster13
0.024433,4,1,1,1180,0.40215,cluster5
0.669816,0,0,0,17240,1.163133,cluster13
0.181217,6,1,0,2270,1.384767,cluster15
0.365083,1,0,1,16140,1.160583,cluster13
0.052967,4,1,1,1170,0.403017,cluster5
0.799266,0,0,0,17230,1.795633,cluster13
0.180316,6,1,0,2260,1.375,cluster15
0.363518,1,0,1,16130,1.17325,cluster13
0.033867,4,1,1,1160,0.400417,cluster5
2.11233,4,3,1,13200,3.770567,cluster55
0.782868,0,0,0,17220,1.785417,cluster13
0.159317,6,1,0,2250,1.38505,cluster15
0.363833,1,0,1,16120,1.193783,cluster13
0.04665,4,1,1,1150,0.40865,cluster5
2.14137,4,3,1,13190,3.748567,cluster55
0.600501,0,0,0,17210,1.603417,cluster13
0.154449,6,1,0,2240,1.476883,cluster15
0.36745,1,0,1,16110,1.188267,cluster13
0.045833,4,1,1,1140,0.4046,cluster5
2.12313,4,3,1,13180,3.747867,cluster55
0.165399,6,1,0,2230,1.478317,cluster15
0.355083,4,1,1,1130,0.7294,cluster5
2.1321,4,3,1,13170,3.767033,cluster55
0.159934,6,1,0,2220,1.478917,cluster15
0.662,4,0,1,22200,1.059417,cluster13
0.99345,4,1,1,1120,1.3546,cluster5
2.13212,4,3,1,13160,3.766667,cluster55
0.187301,6,1,0,2210,1.491,cluster15
0.584749,4,0,1,22190,1.337033,cluster13
0.563451,4,1,1,1110,0.901117,cluster5
2.13402,4,3,1,13150,3.76025,cluster55
0.946466,4,0,1,22180,1.71515,cluster13
2.14435,4,3,1,13140,3.777633,cluster55
0.940801,4,0,1,22170,1.696633,cluster13
1.59458,3,3,1,7200,1.948783,cluster3
2.14483,4,3,1,13130,3.82265,cluster55
0.855532,4,0,1,22160,1.609883,cluster13
1.60503,3,3,1,7190,1.946033,cluster3
2.15122,4,3,1,13120,3.827767,cluster55
0.56765,4,0,1,22150,1.323567,cluster13
1.5918,3,3,1,7180,1.9357,cluster3
2.14093,4,3,1,13110,3.835467,cluster55
0.562817,4,0,1,22140,1.34715,cluster13
1.57645,3,3,1,7170,1.938783,cluster3
0.572466,4,0,1,22130,1.324683,cluster13
1.60523,3,3,1,7160,1.910967,cluster3
0.573233,4,0,1,22120,1.337217,cluster13
1.68482,3,3,1,7150,1.809883,cluster3
0.408453,3,3,1,7010,0.88905,cluster10
0.567683,4,0,1,22110,1.315867,cluster13
1.71928,3,3,1,7140,1.804183,cluster3
0.408955,3,3,1,7000,0.886783,cluster10
1.70942,3,3,1,7130,1.794183,cluster3
0.417149,3,2,1,6590,0.887033,cluster10
2.38277,1,1,1,3100,3.547483,cluster13
1.71317,3,3,1,7120,1.797383,cluster3
0.413,3,2,1,6580,0.88545,cluster10
1.81163,1,1,1,3090,2.960817,cluster13
1.72075,3,3,1,7110,1.804833,cluster3
0.437039,3,2,1,6570,0.887383,cluster10
1.05455,1,1,1,3080,2.209933,cluster13
0.424903,3,2,1,6560,0.888467,cluster10
1.05672,1,1,1,3070,2.209983,cluster13
0.311034,5,3,0,13200,1.494967,cluster15
0.840883,0,3,0,12100,2.509483,cluster15
0.407736,3,2,1,6550,0.8894,cluster10
1.07605,1,1,1,3060,2.203967,cluster13
0.313583,5,3,0,13190,1.495583,cluster15
0.903718,0,3,0,12090,2.561167,cluster15
0.416433,3,2,1,6540,0.887383,cluster10
1.05382,1,1,1,3050,2.2098,cluster13
0.327033,5,3,0,13180,1.5133,cluster15
0.899149,0,3,0,12080,2.605567,cluster15
0.419341,3,2,1,6530,0.884717,cluster10
1.05588,1,1,1,3040,2.2102,cluster13
0.332617,5,3,0,13170,1.5068,cluster15
0.972583,0,3,0,12070,2.502617,cluster15
0.42432,3,2,1,6520,0.882717,cluster10
1.06918,1,1,1,3030,2.2061,cluster13
0.315766,5,3,0,13160,1.514583,cluster15
0.989982,0,3,0,12060,2.143283,cluster15
1.06688,1,1,1,3020,2.21115,cluster13
0.328417,5,3,0,13150,1.498917,cluster15
0.975849,0,3,0,12050,2.131533,cluster15
1.06623,1,1,1,3010,2.212117,cluster13
0.306851,5,3,0,13140,1.5146,cluster15
0.980167,0,3,0,12040,2.147133,cluster15
0.359233,5,3,0,13130,1.485767,cluster15
0.71135,0,3,0,12030,1.885567,cluster15
0.335266,5,3,0,13120,1.501767,cluster15
0.645033,0,3,0,12020,1.7107,cluster15
0,0,0,0,20510,0.939167,cluster3
0.376684,5,3,0,13110,1.4949,cluster15
0.615283,0,3,0,12010,1.6671,cluster15
0,0,0,0,20500,0.951917,cluster4
0,0,0,0,20490,0.924333,cluster4
0.020337,4,3,1,7010,0.8785,cluster12
0,0,0,0,20480,0.9593,cluster4
0.031171,4,3,1,7000,0.903817,cluster12
0,0,0,0,20470,0.951217,cluster4
0.062171,4,2,1,6590,0.943617,cluster12
0,0,0,0,20460,0.9241,cluster3
0.808324,4,2,1,6580,0.975717,cluster12
0,0,0,0,20450,0.950317,cluster3
0.506636,4,2,1,6570,0.6598,cluster12
0,0,0,0,20440,0.93145,cluster4
1.21902,2,0,1,16310,1.5472,cluster15
0.189567,4,2,1,6560,0.323933,cluster12
0,0,0,0,20430,0.949183,cluster4
1.19058,2,0,1,16300,1.53985,cluster15
0.064836,4,2,1,6550,0.325383,cluster12
0,0,0,0,20420,0.940833,cluster3
0.959179,2,0,1,16290,1.29343,cluster15
0.112483,4,2,1,6540,0.373817,cluster12
0.973987,2,0,1,16280,1.32092,cluster15
0.145756,4,2,1,6530,0.430683,cluster12
1.00858,2,0,1,16270,1.35308,cluster15
0.150807,4,2,1,6520,0.433183,cluster12
0.969566,2,0,1,16260,1.31615,cluster15
0.974863,2,0,1,16250,1.30208,cluster15
1.02305,2,0,1,16240,1.36908,cluster15
0.996571,2,0,1,16230,1.34357,cluster15
2.06695,4,3,1,12200,3.120833,cluster55
1.0082,2,0,1,16220,1.34827,cluster15
1.94734,4,3,1,12190,2.972017,cluster55
1.2933,4,3,1,12180,2.33095,cluster15
1.28627,4,3,1,12170,2.333317,cluster15
0,4,0,1,21200,1.748,cluster15
1.48573,4,3,1,12160,2.5252,cluster55
0.029717,4,0,1,21190,1.214517,cluster15
2.12633,4,3,1,12150,3.147983,cluster55
0.030834,4,0,1,21180,1.0835,cluster15
2.22598,4,3,1,12140,3.27265,cluster55
0.014784,4,0,1,21170,1.07865,cluster15
0.06095,6,2,0,6200,0.394067,cluster5
2.36752,4,3,1,12130,3.394283,cluster55
0.029434,4,0,1,21160,1.074267,cluster15
0.053017,6,2,0,6190,0.396867,cluster5
2.35385,4,3,1,12120,3.415233,cluster55
0.015167,4,0,1,21150,1.089667,cluster15
0.058301,6,2,0,6180,0.395117,cluster5
2.35585,4,3,1,12110,3.424783,cluster55
0.003933,4,0,1,21140,1.082267,cluster15
0.04675,6,2,0,6170,0.398517,cluster5
0,4,0,1,21130,1.079233,cluster15
0.049783,6,2,0,6160,0.3933,cluster5
0.397384,0,0,0,18200,1.395717,cluster15
0.002,4,0,1,21120,1.080567,cluster15
0.874633,2,0,1,17100,1.081033,cluster15
0.088517,6,2,0,6150,0.385567,cluster5
0.307049,0,0,0,18190,1.299933,cluster15
0.011968,4,0,1,21110,1.081767,cluster15
0.861,2,0,1,17900,1.0679,cluster15
0.151484,6,2,0,6140,0.419117,cluster5
0.073101,0,0,0,18180,1.080517,cluster15
0.699984,2,0,1,17800,0.906817,cluster15
0.102133,6,2,0,6130,0.370817,cluster5
0.078017,0,0,0,18170,1.085517,cluster15
0,6,1,0,3200,1.319,cluster5
0.377233,2,0,1,17700,0.9514,cluster15
0.102582,6,2,0,6120,0.372483,cluster5
0.0021,1,1,1,2100,0.835583,cluster5
0.075416,0,0,0,18160,0.989167,cluster15
0,6,1,0,3190,1.309567,cluster5
0.340601,2,0,1,17600,1.104083,cluster15
0.103517,6,2,0,6110,0.37445,cluster5
0.009351,1,1,1,2090,0.8374,cluster5
0.082617,0,0,0,18150,0.975183,cluster15
0,6,1,0,3180,1.291117,cluster5
0.356134,2,0,1,17500,1.11485,cluster15
0.007034,1,1,1,2080,0.843367,cluster5
0.086101,0,0,0,18140,0.978067,cluster15
1.82862,0,3,0,11100,2.77315,cluster17
0,6,1,0,3170,1.30775,cluster5
0.320816,2,0,1,17400,1.119233,cluster15
0.001984,1,1,1,2070,0.842017,cluster5
0.082967,0,0,0,18130,0.976717,cluster15
1.76282,0,3,0,11090,2.708517,cluster17
0,6,1,0,3160,1.301217,cluster5
0.307183,2,0,1,17300,1.089317,cluster15
0.006783,1,1,1,2060,0.838383,cluster5
0.089884,0,0,0,18120,0.983517,cluster15
1.7129,0,3,0,11080,2.66625,cluster17
0,6,1,0,3150,1.326317,cluster5
0.339217,2,0,1,17200,1.106567,cluster15
0,1,1,1,2050,0.835933,cluster5
0.090316,0,0,0,18110,0.981317,cluster15
1.19768,0,3,0,11070,2.1417,cluster17
0,6,1,0,3140,1.343567,cluster5
0.347384,2,0,1,17100,1.118383,cluster15
0,1,1,1,2040,0.83285,cluster5
0.904516,0,3,0,11060,1.855183,cluster15
0,6,1,0,3130,1.3719,cluster5
0.025016,1,1,1,2030,0.898017,cluster5
1.28955,0,3,0,11050,2.206333,cluster15
0,6,1,0,3120,1.447267,cluster5
0.049983,1,1,1,2020,0.907717,cluster5
1.06805,5,3,1,12010,2.20825,cluster15
0.926084,0,3,0,11040,1.884067,cluster15
0,6,1,0,3110,1.000817,cluster5
0.050465,1,1,1,2010,0.898833,cluster5
0.6963,5,3,1,12000,1.78343,cluster15
0.919433,0,3,0,11030,1.866133,cluster15
0.259127,5,3,1,11590,1.52537,cluster15
2.10365,3,3,1,8100,2.392067,cluster17
0.9117,0,3,0,11020,1.865567,cluster15
0,5,3,1,11580,1.4649,cluster15
2.09478,3,3,1,8090,2.401517,cluster17
